,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,402,6026.0,1073.0,5.6,21.0,8,349.0,365,594,4192,29,13,6.8,215.0,453,1834,14,4.0,100.0,93,769,34.0,187.0,37.4,10.7,28.5,2.7666666666666666,5.89,32.2,2.04,224.0,99.0,0.442,13.0,4.0,0.308,59.0,31.0,0.525
1,buf,372,5624.0,992.0,5.7,30.0,5,313.0,356,578,3703,24,25,6.2,180.0,391,1921,12,4.9,100.0,86,743,33.0,189.0,31.2,15.9,26.2,2.55,5.41,29.8,1.7,191.0,62.0,0.325,22.0,9.0,0.409,53.0,28.0,0.528
2,car,406,6237.0,999.0,6.2,23.0,6,345.0,312,519,3829,21,17,6.9,175.0,445,2408,26,5.4,139.0,113,1013,31.0,179.0,38.5,12.8,27.9,2.7,5.74,34.8,2.21,185.0,75.0,0.405,10.0,6.0,0.6,57.0,33.0,0.579
3,chi,353,5026.0,978.0,5.1,29.0,9,271.0,268,473,3011,18,20,5.8,153.0,456,2015,10,4.4,97.0,104,800,21.0,199.0,28.6,14.6,27.0,2.45,5.08,25.2,1.44,203.0,66.0,0.325,8.0,2.0,0.25,38.0,20.0,0.526
4,cin,344,5118.0,1015.0,5.0,22.0,8,285.0,308,535,3340,21,14,6.0,160.0,455,1778,10,3.9,93.0,99,874,32.0,197.0,32.5,9.6,30.1,2.466666666666667,5.35,26.0,1.6,219.0,80.0,0.365,10.0,4.0,0.4,51.0,23.0,0.451
5,cle,218,4621.0,1024.0,4.5,19.0,6,278.0,320,570,3090,16,13,5.1,173.0,415,1531,4,3.7,77.0,95,847,28.0,180.0,24.4,10.0,27.1,2.6,5.85,25.6,1.18,238.0,92.0,0.387,18.0,10.0,0.556,31.0,13.0,0.419
6,clt,243,4589.0,951.0,4.8,29.0,15,258.0,302,534,2995,14,14,5.3,170.0,382,1594,8,4.2,69.0,76,549,19.0,186.0,24.2,15.6,23.5,2.25,5.26,24.6,1.2,214.0,74.0,0.34600000000000003,11.0,4.0,0.364,38.0,16.0,0.42100000000000004
7,crd,312,5192.0,993.0,5.2,32.0,9,286.0,307,550,3567,21,23,5.9,175.0,389,1625,12,4.2,83.0,106,1004,28.0,199.0,26.1,15.6,25.6,2.3,5.11,26.0,1.45,205.0,66.0,0.322,15.0,9.0,0.6,45.0,23.0,0.511
8,dal,369,6008.0,1017.0,5.9,21.0,9,327.0,376,570,4201,33,12,6.9,219.0,408,1807,5,4.4,91.0,114,816,17.0,185.0,37.8,11.4,29.0,2.716666666666667,5.7,32.4,1.96,198.0,78.0,0.39399999999999996,10.0,5.0,0.5,51.0,25.0,0.49
9,den,309,5066.0,1017.0,5.0,30.0,17,286.0,217,429,2434,20,13,5.2,130.0,546,2632,11,4.8,129.0,101,843,27.0,204.0,24.5,14.2,26.7,2.3333333333333335,5.11,24.8,1.34,214.0,66.0,0.308,13.0,3.0,0.231,36.0,17.0,0.47200000000000003
