,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,414,5458.0,1097.0,5.0,17.0,8,353.0,361,577,3567,28,9,5.9,200.0,497,1891,14,3.8,111.0,58,598,42.0,178.0,39.3,9.0,Own 31.1,2:57,6.34,30.7,2.12,240.0,112.0,46.7%,15.0,11.0,73.3%,58.0,35.0,60.3%
1,buf,283,4878.0,954.0,5.1,39.0,18,263.0,296,519,3158,24,21,5.7,166.0,401,1720,6,4.3,82.0,82,633,15.0,182.0,25.3,19.2,Own 29.2,2:31,5.36,26.8,1.42,211.0,80.0,37.9%,24.0,11.0,45.8%,37.0,19.0,51.4%
2,car,196,4135.0,962.0,4.3,37.0,16,225.0,256,484,2289,9,21,4.3,125.0,428,1846,7,4.3,78.0,106,918,22.0,197.0,20.8,17.8,Own 28.7,2:14,5.03,20.7,0.95,227.0,69.0,30.4%,23.0,10.0,43.5%,33.0,10.0,30.3%
3,chi,334,4631.0,936.0,4.9,31.0,10,263.0,276,466,3015,23,21,5.8,163.0,414,1616,10,3.9,76.0,91,768,24.0,198.0,29.3,15.7,Own 33.7,2:23,4.88,23.4,1.55,195.0,64.0,32.8%,7.0,2.0,28.6%,51.0,23.0,45.1%
4,cin,322,5289.0,1046.0,5.1,34.0,14,317.0,365,590,3767,26,20,6.1,206.0,428,1522,8,3.6,85.0,90,725,26.0,190.0,30.5,16.3,Own 31.2,2:38,5.67,27.9,1.63,224.0,87.0,38.8%,19.0,13.0,68.4%,55.0,27.0,49.1%
5,cle,271,4635.0,927.0,5.0,29.0,11,265.0,296,478,2989,13,18,5.8,154.0,413,1646,13,4.0,87.0,78,675,24.0,177.0,27.7,15.8,Own 29.8,2:34,5.4,26.1,1.42,202.0,75.0,37.1%,7.0,5.0,71.4%,42.0,19.0,45.2%
6,clt,435,6092.0,1088.0,5.6,25.0,8,366.0,450,679,4609,33,17,6.6,253.0,393,1483,13,3.8,87.0,79,709,26.0,179.0,40.2,13.4,Own 27.5,2:40,6.23,34.0,2.23,204.0,91.0,44.6%,8.0,5.0,62.5%,56.0,38.0,67.9%
7,crd,289,4309.0,931.0,4.6,35.0,16,241.0,285,561,2921,10,19,4.8,154.0,320,1388,9,4.3,67.0,108,870,20.0,190.0,23.7,15.8,Own 29.7,2:13,5.04,22.7,1.15,209.0,58.0,27.8%,18.0,7.0,38.9%,37.0,16.0,43.2%
8,dal,394,5828.0,1035.0,5.6,30.0,11,327.0,379,576,4042,29,19,6.7,201.0,428,1786,10,4.2,104.0,109,863,22.0,182.0,34.6,14.8,Own 28.8,2:46,5.86,31.8,1.9,211.0,86.0,40.8%,22.0,13.0,59.1%,47.0,28.0,59.6%
9,den,344,5582.0,1018.0,5.5,27.0,15,309.0,334,580,4038,25,12,6.5,204.0,398,1544,13,3.9,81.0,98,944,24.0,196.0,30.6,11.7,Own 27.5,2:18,5.32,28.4,1.69,207.0,67.0,32.4%,19.0,6.0,31.6%,52.0,29.0,55.8%
