,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,380,5223.0,995.0,5.2,18.0,6,293.0,274,468,3151,20,12,6.2,149.0,487,2072,18,4.3,111.0,126,980,33.0,185.0,34.6,9.7,Own 31.7,2:43,5.6,28.1,1.86,220.0,86.0,39.1%,18.0,8.0,44.4%,50.0,26.0,52.0%
1,buf,229,4045.0,950.0,4.3,21.0,9,244.0,269,506,2675,12,12,4.9,144.0,407,1370,9,3.4,73.0,97,790,27.0,187.0,23.5,11.2,Own 31.5,2:25,5.2,21.6,1.16,220.0,68.0,30.9%,18.0,6.0,33.3%,39.0,17.0,43.6%
2,car,381,5503.0,1042.0,5.3,29.0,14,331.0,327,557,3605,26,15,6.1,189.0,450,1898,13,4.2,115.0,109,877,27.0,184.0,31.5,12.5,Own 31.1,2:40,5.8,29.8,1.79,214.0,90.0,42.1%,20.0,11.0,55.0%,48.0,27.0,56.3%
3,chi,341,5704.0,1058.0,5.4,33.0,19,310.0,354,583,3822,23,14,6.2,196.0,438,1882,11,4.3,89.0,89,720,25.0,200.0,29.5,14.0,Own 32.1,2:29,5.5,28.5,1.57,229.0,93.0,40.6%,11.0,2.0,18.2%,49.0,22.0,44.9%
4,cin,460,5497.0,1011.0,5.4,27.0,15,316.0,312,522,3798,28,12,6.8,189.0,454,1699,22,3.7,99.0,105,835,28.0,196.0,40.3,12.2,Own 36.9,2:27,5.3,28.0,2.23,208.0,84.0,40.4%,13.0,5.0,38.5%,69.0,38.0,55.1%
5,cle,437,6046.0,1158.0,5.2,20.0,12,368.0,331,523,3310,17,8,6.0,187.0,610,2736,29,4.5,161.0,88,776,20.0,188.0,42.0,9.6,Own 34.2,3:04,6.4,31.9,2.24,235.0,110.0,46.8%,13.0,8.0,61.5%,67.0,38.0,56.7%
6,clt,333,5221.0,1008.0,5.2,23.0,13,304.0,328,561,3506,21,10,5.8,192.0,406,1715,12,4.2,92.0,130,1093,20.0,186.0,31.7,11.3,Own 31.3,2:32,5.6,28.1,1.66,208.0,73.0,35.1%,16.0,7.0,43.8%,48.0,23.0,47.9%
7,crd,382,5422.0,1068.0,5.1,27.0,10,301.0,294,493,3157,25,17,6.0,157.0,542,2265,17,4.2,128.0,112,938,16.0,204.0,28.4,12.3,Own 34.1,2:34,5.4,26.6,1.68,232.0,94.0,40.5%,15.0,4.0,26.7%,45.0,27.0,60.0%
8,dal,276,4840.0,997.0,4.9,33.0,9,266.0,297,545,3398,19,24,5.9,154.0,417,1442,6,3.5,81.0,107,862,31.0,198.0,26.3,16.2,Own 28.9,2:17,5.2,24.4,1.31,221.0,71.0,32.1%,9.0,4.0,44.4%,39.0,14.0,35.9%
9,den,318,4753.0,961.0,4.9,26.0,11,267.0,273,471,3016,17,15,5.8,154.0,440,1737,15,3.9,88.0,114,1016,25.0,195.0,29.2,11.8,Own 31.7,2:22,5.1,24.4,1.53,205.0,65.0,31.7%,11.0,5.0,45.5%,44.0,23.0,52.3%
10,det,323,5291.0,1017.0,5.2,32.0,16,305.0,359,574,3760,21,16,6.0,185.0,393,1531,12,3.9,87.0,105,839,33.0,196.0,28.1,15.8,Own 28.8,2:32,5.3,26.9,1.52,213.0,84.0,39.4%,13.0,4.0,30.8%,49.0,21.0,42.9%
11,gnb,341,5309.0,1040.0,5.1,41.0,15,304.0,304,538,3505,20,26,6.2,177.0,472,1804,16,3.8,103.0,99,993,24.0,196.0,30.1,18.4,Own 33.6,2:30,5.5,26.9,1.64,223.0,87.0,39.0%,20.0,8.0,40.0%,59.0,26.0,44.1%
