,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,313,5164.0,1006.0,5.1,26.0,11,306.0,377,573,3713,20,15,6.1,196.0,393,1451,11,3.7,75.0,92,753,35.0,177.0,32.8,14.7,Own 28.5,2:42,5.85,29.1,1.68,211.0,82.0,38.9%,24.0,10.0,41.7%,54.0,29.0,53.7%
1,buf,483,6493.0,1143.0,5.7,22.0,6,398.0,415,655,4284,36,16,6.3,236.0,461,2209,20,4.8,134.0,113,980,28.0,186.0,45.2,11.3,Own 32.2,2:54,6.32,34.8,2.56,222.0,103.0,46.4%,22.0,11.0,50.0%,77.0,48.0,62.3%
2,car,304,5081.0,1106.0,4.6,29.0,8,322.0,348,599,3239,14,21,5.0,174.0,455,1842,17,4.0,118.0,107,864,30.0,195.0,29.2,14.9,Own 28.3,2:41,5.82,26.0,1.51,235.0,84.0,35.7%,34.0,14.0,41.2%,47.0,25.0,53.2%
3,chi,311,5225.0,1075.0,4.9,29.0,9,333.0,332,542,3207,16,20,5.3,180.0,475,2018,14,4.2,119.0,106,919,34.0,178.0,31.5,15.2,Own 28.6,2:54,6.21,29.3,1.62,216.0,75.0,34.7%,36.0,15.0,41.7%,48.0,23.0,47.9%
4,cin,460,6145.0,1046.0,5.9,21.0,7,337.0,384,555,4403,36,14,7.2,208.0,436,1742,16,4.0,96.0,72,620,33.0,190.0,42.6,10.0,Own 29.8,2:49,5.68,32.2,2.37,207.0,82.0,39.6%,20.0,13.0,65.0%,52.0,31.0,59.6%
5,cle,349,5791.0,1054.0,5.5,22.0,8,342.0,320,520,3320,21,14,5.8,177.0,485,2471,20,5.1,138.0,112,1035,27.0,177.0,32.2,12.4,Own 28.4,2:57,6.08,32.6,1.89,212.0,83.0,39.2%,29.0,12.0,41.4%,50.0,31.0,62.0%
6,clt,451,5901.0,1052.0,5.6,19.0,11,354.0,324,521,3361,27,8,6.1,167.0,499,2540,22,5.1,154.0,76,688,33.0,180.0,43.3,8.9,Own 31.6,3:02,6.04,32.8,2.39,210.0,86.0,41.0%,29.0,18.0,62.1%,64.0,36.0,56.3%
7,crd,449,6352.0,1126.0,5.6,15.0,4,367.0,415,591,4276,27,11,6.8,214.0,496,2076,23,4.2,127.0,114,990,26.0,179.0,44.7,7.8,Own 29.5,2:58,6.5,35.2,2.46,221.0,100.0,45.2%,29.0,17.0,58.6%,65.0,39.0,60.0%
8,dal,530,6919.0,1153.0,6.0,20.0,9,390.0,444,647,4800,40,11,7.1,248.0,473,2119,15,4.5,111.0,127,1103,31.0,192.0,43.8,9.9,Own 28.5,2:43,6.19,35.9,2.46,228.0,99.0,43.4%,24.0,14.0,58.3%,65.0,41.0,63.1%
9,den,335,5618.0,1036.0,5.4,18.0,9,331.0,354,541,3593,20,9,6.2,179.0,455,2025,16,4.5,124.0,83,711,28.0,168.0,36.9,9.5,Own 28.0,3:07,6.35,33.5,1.96,213.0,82.0,38.5%,28.0,16.0,57.1%,53.0,29.0,54.7%
